Match Date,Year,Format,Opposition,Venue,Runs,Balls Faced,Batting Strike Rate,Wickets,Overs Bowled,Runs Conceded,Economy,Bowling Strike Rate,Result,Player Name,DOB,Nationality,Playing Role,Batting Style,Bowling Style,Biography
2024-11-02,2024,ODI,England,Away,53,6,883.3333333333334,0,0.0,0,0.0,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-11-09,2024,T20I,South Africa,Away,0,16,0.0,0,0.0,0,0.0,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-11-17,2024,T20I,South Africa,Home,0,43,0.0,0,0.0,0,0.0,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-11-24,2024,ODI,Australia,Home,0,9,0.0,0,0.0,0,0.0,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-12-02,2024,T20I,New Zealand,Home,19,15,126.66666666666666,0,0.0,0,0.0,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-12-09,2024,ODI,Bangladesh,Home,8,38,21.052631578947366,0,0.0,0,0.0,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-12-17,2024,T20I,Australia,Away,43,13,330.7692307692308,0,0.0,0,0.0,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2024-12-24,2024,T20I,Bangladesh,Home,24,17,141.1764705882353,0,0.0,0,0.0,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-01-01,2025,T20I,West Indies,Away,39,11,354.54545454545456,0,0.0,0,0.0,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-01-08,2025,ODI,West Indies,Away,36,41,87.8048780487805,0,0.0,0,0.0,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-01-16,2025,T20I,England,Away,56,59,94.91525423728814,0,0.0,0,0.0,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-01-23,2025,ODI,England,Home,0,27,0.0,0,0.0,0,0.0,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-01-31,2025,T20I,England,Away,58,17,341.1764705882353,2,3.7,17,4.594594594594595,11.100000000000001,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-02-07,2025,ODI,Bangladesh,Home,2,12,16.666666666666664,0,3.2,25,7.8125,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-02-15,2025,T20I,New Zealand,Away,28,22,127.27272727272727,0,3.0,27,9.0,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-02-22,2025,ODI,Pakistan,Away,33,17,194.11764705882354,0,0.0,0,0.0,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-03-02,2025,ODI,New Zealand,Home,33,54,61.111111111111114,0,2.8,25,8.928571428571429,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-03-09,2025,T20I,Pakistan,Home,12,25,48.0,0,0.0,0,0.0,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-03-17,2025,ODI,Australia,Away,50,54,92.5925925925926,0,0.0,0,0.0,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-03-24,2025,ODI,West Indies,Home,52,38,136.8421052631579,0,0.0,0,0.0,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-04-01,2025,T20I,Sri Lanka,Home,39,18,216.66666666666666,0,0.0,0,0.0,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-04-08,2025,T20I,Pakistan,Home,70,20,350.0,0,0.0,0,0.0,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-04-16,2025,ODI,Australia,Away,52,52,100.0,0,0.0,0,0.0,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-04-23,2025,ODI,Australia,Away,10,10,100.0,0,0.0,0,0.0,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-05-01,2025,ODI,Pakistan,Away,6,32,18.75,0,0.0,0,0.0,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-05-08,2025,T20I,New Zealand,Home,75,36,208.33333333333334,0,0.0,0,0.0,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-05-16,2025,ODI,South Africa,Home,32,59,54.23728813559322,0,2.6,23,8.846153846153847,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-05-23,2025,T20I,Australia,Home,17,32,53.125,0,0.0,0,0.0,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-05-31,2025,T20I,England,Home,33,25,132.0,0,0.0,0,0.0,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-06-07,2025,ODI,Bangladesh,Away,39,30,130.0,0,0.0,0,0.0,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-06-15,2025,ODI,Bangladesh,Home,13,25,52.0,0,3.4,17,5.0,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-06-22,2025,ODI,Bangladesh,Home,0,0,0.0,0,0.0,0,0.0,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-06-30,2025,T20I,West Indies,Away,22,44,50.0,0,2.4,18,7.5,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-07-07,2025,T20I,West Indies,Away,39,58,67.24137931034483,1,3.3,13,3.9393939393939394,19.799999999999997,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-07-15,2025,T20I,Pakistan,Home,42,37,113.51351351351352,0,0.0,0,0.0,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-07-22,2025,T20I,England,Away,18,24,75.0,0,0.0,0,0.0,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-07-30,2025,T20I,Pakistan,Away,46,48,95.83333333333334,0,3.0,15,5.0,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-08-06,2025,ODI,Pakistan,Home,5,59,8.47457627118644,0,0.0,0,0.0,0.0,Won,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
2025-08-14,2025,T20I,New Zealand,Away,15,52,28.846153846153843,0,2.4,10,4.166666666666667,0.0,Lost,Tilak Varma,2002-11-08,India,Middle-order Batsman,Left-hand bat,Right-arm off-break,"Namboori Thakur Tilak Varma is an Indian international cricketer who plays for the Indian cricket team. A left-handed batsman and an occasional off-spin bowler, he plays for Hyderabad in domestic cricket and for Mumbai Indians in the Indian Premier League (IPL). He was a member of the Indian team that won the 2023 Asia Cup."
